2024-11-11 12:35:26,294 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-11-11 12:35:26,322 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-11-11 12:35:26,322 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-11-11 12:35:26,323 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-11-11 12:35:26,324 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-11-11 12:35:26,324 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-11-11 12:35:26,324 INFO  SwAddin.cs: 201 - Setting up command manager
2024-11-11 12:35:26,325 INFO  SwAddin.cs: 204 - Adding command manager
2024-11-11 12:35:26,327 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-11-11 12:35:26,327 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-11-11 12:35:26,327 INFO  SwAddin.cs: 210 - Adding event handlers
2024-11-11 12:35:26,329 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-11-11 12:35:50,832 INFO  SwAddin.cs: 294 - Assembly export called for file adaptor.SLDASM
2024-11-11 12:35:52,728 INFO  SwAddin.cs: 313 - Saving assembly
2024-11-11 12:35:53,531 INFO  SwAddin.cs: 316 - Opening property manager
2024-11-11 12:35:53,542 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from adaptor.SLDASM
2024-11-11 12:35:53,548 INFO  ExportHelperExtension.cs: 1136 - Found 58 in adaptor.SLDASM
2024-11-11 12:35:53,548 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [CoordSys] in adaptor.SLDASM
2024-11-11 12:35:53,549 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-11-11 12:35:53,549 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2024-11-11 12:35:53,550 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Adaptor_Interface_Plate_1-1
2024-11-11 12:35:53,550 INFO  ExportHelperExtension.cs: 1136 - Found 40 in Adaptor_Interface_Plate_1-1
2024-11-11 12:35:53,550 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Adaptor_Interface_Plate_1-1
2024-11-11 12:35:53,550 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Adaptor_Interface_Plate_3-2
2024-11-11 12:35:53,551 INFO  ExportHelperExtension.cs: 1136 - Found 69 in Adaptor_Interface_Plate_3-2
2024-11-11 12:35:53,551 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Adaptor_Interface_Plate_3-2
2024-11-11 12:35:53,551 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Adaptor_Clamp_3-1
2024-11-11 12:35:53,551 INFO  ExportHelperExtension.cs: 1136 - Found 66 in Adaptor_Clamp_3-1
2024-11-11 12:35:53,552 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Adaptor_Clamp_3-1
2024-11-11 12:35:53,552 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from FT_sensor-1
2024-11-11 12:35:53,552 INFO  ExportHelperExtension.cs: 1136 - Found 49 in FT_sensor-1
2024-11-11 12:35:53,552 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in FT_sensor-1
2024-11-11 12:35:53,552 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Adaptor_Clamp_4-1
2024-11-11 12:35:53,553 INFO  ExportHelperExtension.cs: 1136 - Found 56 in Adaptor_Clamp_4-1
2024-11-11 12:35:53,553 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Adaptor_Clamp_4-1
2024-11-11 12:35:53,553 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Adaptor_Clamp_1-1
2024-11-11 12:35:53,553 INFO  ExportHelperExtension.cs: 1136 - Found 53 in Adaptor_Clamp_1-1
2024-11-11 12:35:53,554 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Adaptor_Clamp_1-1
2024-11-11 12:35:53,554 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Adaptor_Clamp_2-1
2024-11-11 12:35:53,554 INFO  ExportHelperExtension.cs: 1136 - Found 43 in Adaptor_Clamp_2-1
2024-11-11 12:35:53,554 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Adaptor_Clamp_2-1
2024-11-11 12:35:53,555 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Adaptor_Interface_Plate_2-1
2024-11-11 12:35:53,555 INFO  ExportHelperExtension.cs: 1136 - Found 44 in Adaptor_Interface_Plate_2-1
2024-11-11 12:35:53,555 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Adaptor_Interface_Plate_2-1
2024-11-11 12:35:53,555 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from adaptor.SLDASM
2024-11-11 12:35:53,555 INFO  ExportHelperExtension.cs: 1136 - Found 58 in adaptor.SLDASM
